text,tokens,ner_tags
"The passport application submitted by saddam hussain, born on 04-11-1989, residing in Annigeri, includes his bank account number 61376588007 and email barjrajshivani412@stockholdingdms.com, and his aadhar number is 872230212464, and passport number is W8133509, and cvv number is 665, and ip address is 42.125.77.225.","['The', 'passport', 'application', 'submitted', 'by', 'saddam', 'hussain', ',', 'born', 'on', '04-11-1989', ',', 'residing', 'in', 'Annigeri', ',', 'includes', 'his', 'bank', 'account', 'number', '61376588007', 'and', 'email', 'barjrajshivani412@stockholdingdms.com', ',', 'and', 'his', 'aadhar', 'number', 'is', '872230212464', ',', 'and', 'passport', 'number', 'is', 'W8133509', ',', 'and', 'cvv', 'number', 'is', '665', ',', 'and', 'ip', 'address', 'is', '42.125.77.225', '.']","['O', 'O', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-CVV', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"The Indian citizen, Rajesh Kumar, residing in Annur city, possesses Aadhar number 753298322449, and his driving license number is MP19 20112796583, and his email address is indianindian687@aristotleconsultancy.com.","['The', 'Indian', 'citizen', ',', 'Rajesh', 'Kumar', ',', 'residing', 'in', 'Annur', 'city', ',', 'possesses', 'Aadhar', 'number', '753298322449', ',', 'and', 'his', 'driving', 'license', 'number', 'is', 'MP19', '20112796583', ',', 'and', 'his', 'email', 'address', 'is', 'indianindian687@aristotleconsultancy.com']","['O', 'B-NATIONALITY', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL']"
"Indian citizen Rajesh Kumar, male, having passport number N9229135, contacted bank for account 793280721877 issues from IP address 1.58.0.193 and his phone number is 799 209 1923, his Aadhar number is 267614130730.","['Indian', 'citizen', 'Rajesh', 'Kumar', ',', 'male', ',', 'having', 'passport', 'number', 'N9229135', ',', 'contacted', 'bank', 'for', 'account', '793280721877', 'issues', 'from', 'IP', 'address', '1.58.0.193', 'and', 'his', 'phone', 'number', 'is', '799', '209', '1923', ',', 'his', 'Aadhar', 'number', 'is', '267614130730']","['B-NATIONALITY', 'O', 'B-NAME', 'I-NAME', 'O', 'B-GENDER', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'B-IP', 'O', 'I-IP', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'I-PHONE', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR']"
"The bank's KYC verification process requires Mr. Rohan Sharma to submit his PAN TPHFR8089Q, Voter ID NRU6706012, and driving license AR-0220215873334, along with his email indianindian277@fno.co for account verification.","['The', ""bank's"", 'KYC', 'verification', 'process', 'requires', 'Mr.', 'Rohan', 'Sharma', 'to', 'submit', 'his', 'PAN', 'TPHFR8089Q', ',', 'Voter', 'ID', 'NRU6706012', ',', 'and', 'driving', 'license', 'AR-0220215873334', ',', 'along', 'with', 'his', 'email', 'indianindian277@fno.co', 'for', 'account', 'verification', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O']"
"The Indian citizen, Amit, male, born on 02-01-2013, residing in Ansahra, holds passport number U5406725 and uses indianindian59@myblissclub.in as his email address.","['The', 'Indian', 'citizen,', 'Amit,', 'male,', 'born', 'on', '02-01-2013,', 'residing', 'in', 'Ansahra,', 'holds', 'passport', 'number', 'U5406725', 'and', 'uses', 'indianindian59@myblissclub.in', 'as', 'his', 'email', 'address.']","['O', 'B-NATIONALITY', 'O', 'B-NAME', 'B-GENDER', 'O', 'O', 'B-DOB', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O']"
"Shyam Sunder, an Indian national born on 15/09/1980, holds passport number A2563069 and his PAN is YPGUT3009R.","['Shyam', 'Sunder', ',', 'an', 'Indian', 'national', 'born', 'on', '15/09/1980', ',', 'holds', 'passport', 'number', 'A2563069', 'and', 'his', 'PAN', 'is', 'YPGUT3009R', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'B-PAN', 'O']"
"Mr. Parmod, an Indian male born on 03/04/2020, residing in Anshing, holds passport I3436661 and bank account 186767293808 at ICIC0303779.","['Mr.', 'Parmod', ',', 'an', 'Indian', 'male', 'born', 'on', '03/04/2020', ',', 'residing', 'in', 'Anshing', ',', 'holds', 'passport', 'I3436661', 'and', 'bank', 'account', '186767293808', 'at', 'ICIC0303779', '.']","['O', 'B-NAME', 'O', 'O', 'B-NATIONALITY', 'B-GENDER', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'B-ACCOUNTNUMBER', 'I-ACCOUNTNUMBER', 'O', 'B-BANKIFSC', 'O']"
"The passport application of Mr.Lalit, a Male, born on 24/09/1966, residing in Ansing, with email indianindian782@gmail.com, includes Aadhar number 718034995699, Voter ID UUY2849727, and bank account 47813635737548 linked to IFSC code PNB0278278.","['The', 'passport', 'application', 'of', 'Mr.', 'Lalit', ',', 'a', 'Male', ',', 'born', 'on', '24/09/1966', ',', 'residing', 'in', 'Ansing', ',', 'with', 'email', 'indianindian782@gmail.com', ',', 'includes', 'Aadhar', 'number', '718034995699', ',', 'Voter', 'ID', 'UUY2849727', ',', 'and', 'bank', 'account', '47813635737548', 'linked', 'to', 'IFSC', 'code', 'PNB0278278', '.']","['O', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O']"
"The Indian citizen, residing in Anta city, uses the phone number +91 95188 38085, has an Aadhar number 232145123596, and his bank account number is 53958739264 with IFSC code IDIB0093977, and his driving license number is LDMH35 20034850077 and his PAN number is ESTFX9775R.","['The', 'Indian', 'citizen', ',', 'residing', 'in', 'Anta', 'city', ',', 'uses', 'the', 'phone', 'number', '+91', '95188', '38085', ',', 'has', 'an', 'Aadhar', 'number', '232145123596', ',', 'and', 'his', 'bank', 'account', 'number', 'is', '53958739264', 'with', 'IFSC', 'code', 'IDIB0093977', ',', 'and', 'his', 'driving', 'license', 'number', 'is', 'LDMH35', '20034850077', 'and', 'his', 'PAN', 'number', 'is', 'ESTFX9775R', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'I-PHONE', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O']"
"The voter with ID EEG6875920, residing in Antagarh, uses ATM card 53915065000186532 and can be contacted at 91 80026 16085; his date of birth is 28/01/1986.","['The', 'voter', 'with', 'ID', 'EEG6875920', ',', 'residing', 'in', 'Antagarh', ',', 'uses', 'ATM', 'card', '53915065000186532', 'and', 'can', 'be', 'contacted', 'at', '91', '80026', '16085', ';', 'his', 'date', 'of', 'birth', 'is', '28/01/1986']","['O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'I-PHONE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOB']"
"The email mf466@geniemode.com belongs to a voter with ID WJK9437670, whose bank account 2434451852362 uses IFSC code AXIS0428646 and whose ATM card number is 50812644518523624, and his IP address is 151.151.55.104, his PAN number is UQMDB7297G.","['The', 'email', 'mf466@geniemode.com', 'belongs', 'to', 'a', 'voter', 'with', 'ID', 'WJK9437670', ',', 'whose', 'bank', 'account', '2434451852362', 'uses', 'IFSC', 'code', 'AXIS0428646', 'and', 'whose', 'ATM', 'card', 'number', 'is', '50812644518523624', ',', 'and', 'his', 'IP', 'address', 'is', '151.151.55.104', ',', 'his', 'PAN', 'number', 'is', 'UQMDB7297G']","['O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'O', 'B-PAN']"
"Savan, a male Indian national residing in Antammagudam, holds passport J3914832, driving license JH05 20189970051, and an ATM card starting with 40327610891369231.","['Savan', ',', 'a', 'male', 'Indian', 'national', 'residing', 'in', 'Antammagudam', ',', 'holds', 'passport', 'J3914832', ',', 'driving', 'license', 'JH05', '20189970051', ',', 'and', 'an', 'ATM', 'card', 'starting', 'with', '40327610891369231']","['B-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER']"
"Mohd Siwam, a male Indian national residing in Antampet, possesses voter ID TDP9774743, driving license MZ44 20175998306, and bank IFSC code HDFC0517396.","['Mohd', 'Siwam', ',', 'a', 'male', 'Indian', 'national', 'residing', 'in', 'Antampet', ',', 'possesses', 'voter', 'ID', 'TDP9774743', ',', 'driving', 'license', 'MZ44', '20175998306', ',', 'and', 'bank', 'IFSC', 'code', 'HDFC0517396']","['B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC']"
"The Antapur resident, whose Aadhar number is 220066088901 and PAN is ISAWE3087N, also possesses voter ID EXK6856937 and bank account 50804840414 with IFSC code IDIB0734436.","['The', 'Antapur', 'resident', ',', 'whose', 'Aadhar', 'number', 'is', '220066088901', 'and', 'PAN', 'is', 'ISAWE3087N', ',', 'also', 'possesses', 'voter', 'ID', 'EXK6856937', 'and', 'bank', 'account', '50804840414', 'with', 'IFSC', 'code', 'IDIB0734436', '.']","['O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O']"
"The Indian citizen, Rajesh Kumar, residing in Mumbai, holds voter ID number SEB7868570, driving license WB-2320077724079, and has his bank account linked with HDFC0755128 IFSC code.","['The', 'Indian', 'citizen', ',', 'Rajesh', 'Kumar', ',', 'residing', 'in', 'Mumbai', ',', 'holds', 'voter', 'ID', 'number', 'SEB7868570', ',', 'driving', 'license', 'WB-2320077724079', ',', 'and', 'has', 'his', 'bank', 'account', 'linked', 'with', 'HDFC0755128', 'IFSC', 'code', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O']"
"Antarasante resident, Mr. Rohan Sharma, born on 10/01/1972, possesses Aadhaar number 519301984473, PAN ZKYXQ6044V, and driving license NL-4820002369636; his contact number is 91 93670 10380.","['Antarasante', 'resident,', 'Mr.', 'Rohan', 'Sharma,', 'born', 'on', '10/01/1972,', 'possesses', 'Aadhaar', 'number', '519301984473,', 'PAN', 'ZKYXQ6044V,', 'and', 'driving', 'license', 'NL-4820002369636;', 'his', 'contact', 'number', 'is', '91', '93670', '10380', '.']","['B-CITY', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-AADHAR', 'O', 'B-PAN', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'I-PHONE', 'O']"
"Mr. Manish Mukesh, an Indian national residing in Antarba, holds passport B7250524 and has a bank account 5679009023954 with IFSC code PNB0336354; his contact number is +9187935 72903 and email is indianindian242@sabsexports.com.","['Mr.', 'Manish', 'Mukesh', ',', 'an', 'Indian', 'national', 'residing', 'in', 'Antarba', ',', 'holds', 'passport', 'B7250524', 'and', 'has', 'a', 'bank', 'account', '5679009023954', 'with', 'IFSC', 'code', 'PNB0336354', ';', 'his', 'contact', 'number', 'is', '+9187935', '72903', 'and', 'email', 'is', 'indianindian242@sabsexports.com']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'O', 'O', 'O', 'B-EMAIL']"
"The Indian citizen, Mr. Rohan Sharma, residing in Antarda, holds passport number M3168314 and possesses an ATM card 40265378783807502, his voter ID is XVM4861945 and can be contacted via mf451@gmail.com or 91 8556840318.","['The', 'Indian', 'citizen,', 'Mr.', 'Rohan', 'Sharma,', 'residing', 'in', 'Antarda,', 'holds', 'passport', 'number', 'M3168314', 'and', 'possesses', 'an', 'ATM', 'card', '40265378783807502,', 'his', 'voter', 'ID', 'is', 'XVM4861945', 'and', 'can', 'be', 'contacted', 'via', 'mf451@gmail.com', 'or', '91', '8556840318', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'B-PHONE', 'I-PHONE', 'O']"
"Patik Monu, a male resident of Antarvedi, uses barjrajshivani536@lecoanethemant.com and +91 8763697725, his Aadhar number is 411481104080 and his IP address is 162.124.164.132.","['Patik', 'Monu', ',', 'a', 'male', 'resident', 'of', 'Antarvedi', ',', 'uses', 'barjrajshivani536@lecoanethemant.com', 'and', '+91', '8763697725', ',', 'his', 'Aadhar', 'number', 'is', '411481104080', 'and', 'his', 'IP', 'address', 'is', '162.124.164.132', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-CITY', 'O', 'O', 'B-EMAIL', 'O', 'B-PHONE', 'I-PHONE', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"Ms. Priya Sharma residing in Ahmedabad, possesses a voter ID PIN6218797, drives with license AN74 20232071377, and maintains a bank account 9304635816442.","['Ms.', 'Priya', 'Sharma', 'residing', 'in', 'Ahmedabad', ',', 'possesses', 'a', 'voter', 'ID', 'PIN6218797', ',', 'drives', 'with', 'license', 'AN74', '20232071377', ',', 'and', 'maintains', 'a', 'bank', 'account', '9304635816442']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER']"
"Rajeev Luka, an Indian national born on 16-05-1981, holds passport K4596205, has voter ID ZEA3377724, and uses ATM card 53915024765533495 with CVV 227 and bank account 90902476553349, often accessing online banking from IP address 51.24.239.35.","['Rajeev', 'Luka', ',', 'an', 'Indian', 'national', 'born', 'on', '16-05-1981', ',', 'holds', 'passport', 'K4596205', ',', 'has', 'voter', 'ID', 'ZEA3377724', ',', 'and', 'uses', 'ATM', 'card', '53915024765533495', 'with', 'CVV', '227', 'and', 'bank', 'account', '90902476553349', ',', 'often', 'accessing', 'online', 'banking', 'from', 'IP', 'address', '51.24.239.35', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'B-CVV', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"Ms. Priya Sharma, an Indian national born on 31/03/2019, uses aadhar number 651624153262, has a driving license number UK-4220097484528 and prefers to use email mf760@gmail.com for official communications.","['Ms.', 'Priya', 'Sharma', ',', 'an', 'Indian', 'national', 'born', 'on', '31/03/2019', ',', 'uses', 'aadhar', 'number', '651624153262', ',', 'has', 'a', 'driving', 'license', 'number', 'UK-4220097484528', 'and', 'prefers', 'to', 'use', 'email', 'mf760@gmail.com', 'for', 'official', 'communications', '.']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O']"
"Ram Prakash, a male Indian national residing in Anthredigudam, holds a driving license with number LDMH36 20208012326 and has a bank account 242879557501 with a CVV of 468, his last known IP address being 189.148.13.136.","['Ram', 'Prakash', ',', 'a', 'male', 'Indian', 'national', 'residing', 'in', 'Anthredigudam', ',', 'holds', 'a', 'driving', 'license', 'with', 'number', 'LDMH36', '20208012326', 'and', 'has', 'a', 'bank', 'account', '242879557501', 'with', 'a', 'CVV', 'of', '468', ',', 'his', 'last', 'known', 'IP', 'address', 'being', '189.148.13.136', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'B-CVV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']"
"Mr.Rajesh Kumar, a male Indian national, residing in Antri, holds an Indian driving license AS-5120029736741, his aadhar number is 398326724391 and his email is barjrajshivani226@bmw-deutschemotoren.in.","['Mr.', 'Rajesh', 'Kumar', ',', 'a', 'male', 'Indian', 'national', ',', 'residing', 'in', 'Antri', ',', 'holds', 'an', 'Indian', 'driving', 'license', 'AS-5120029736741', ',', 'his', 'aadhar', 'number', 'is', '398326724391', 'and', 'his', 'email', 'is', 'barjrajshivani226@bmw-deutschemotoren.in', '.']","['O', 'B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-NATIONALITY', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']"
"The Indian passport holder, whose voter ID is HEW6837971 and license number is MN-3120151602079, resides in Antri Kalan and can be contacted at mf855@lismail.in.","['The', 'Indian', 'passport', 'holder', ',', 'whose', 'voter', 'ID', 'is', 'HEW6837971', 'and', 'license', 'number', 'is', 'MN-3120151602079', ',', 'resides', 'in', 'Antri', 'Kalan', 'and', 'can', 'be', 'contacted', 'at', 'mf855@lismail.in']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'B-CITY', 'I-CITY', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL']"
"The passport number V49 44904 belongs to Vicky, a male born on 09-05-2023, residing in Antu and his bank uses IFSC code SBIN0758778.","['The', 'passport', 'number', 'V49', '44904', 'belongs', 'to', 'Vicky', ',', 'a', 'male', 'born', 'on', '09-05-2023', ',', 'residing', 'in', 'Antu', 'and', 'his', 'bank', 'uses', 'IFSC', 'code', 'SBIN0758778']","['O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC']"
"The voter with ID HWN4925389, residing in Antur, possesses passport P12 38612 and driving license AS-2920134141585, and their bank uses IFSC code YESB0180333 with a CVV of 604.","['The', 'voter', 'with', 'ID', 'HWN4925389', ',', 'residing', 'in', 'Antur', ',', 'possesses', 'passport', 'P12', '38612', 'and', 'driving', 'license', 'AS-2920134141585', ',', 'and', 'their', 'bank', 'uses', 'IFSC', 'code', 'YESB0180333', 'with', 'a', 'CVV', 'of', '604', '.']","['O', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'B-PASSPORT', 'I-PASSPORT', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-CVV', 'O']"
"The Indian passport holder, Mr. Rohan Sharma, born on 06-03-1996, residing in Anugul city, has a driving license number AN-5920135675405 and uses bank IFSC code PNB0107666 with a CVV of 391 for transactions.","['The', 'Indian', 'passport', 'holder', ',', 'Mr.', 'Rohan', 'Sharma', ',', 'born', 'on', '06-03-1996', ',', 'residing', 'in', 'Anugul', 'city', ',', 'has', 'a', 'driving', 'license', 'number', 'AN-5920135675405', 'and', 'uses', 'bank', 'IFSC', 'code', 'PNB0107666', 'with', 'a', 'CVV', 'of', '391', 'for', 'transactions', '.']","['O', 'B-NATIONALITY', 'O', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'O', 'O', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'B-CVV', 'O', 'O', 'O']"
"The applicant, Ms. Leela Dhar Narang, born on 05/03/1991, provided her Aadhaar number 147773516053, voter ID EZI7962932, and bank account details: account number 3862802640291 and IFSC code HDFC0902549, along with her phone number +91 8245709135.","['The', 'applicant', ',', 'Ms.', 'Leela', 'Dhar', 'Narang', ',', 'born', 'on', '05/03/1991', ',', 'provided', 'her', 'Aadhaar', 'number', '147773516053', ',', 'voter', 'ID', 'EZI7962932', ',', 'and', 'bank', 'account', 'details', ':', 'account', 'number', '3862802640291', 'and', 'IFSC', 'code', 'HDFC0902549', ',', 'along', 'with', 'her', 'phone', 'number', '+91', '8245709135', '.']","['O', 'O', 'O', 'O', 'B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'B-BANKIFSC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONE', 'I-PHONE', 'O']"
"Devender, a male applicant, submitted his Aadhar number 106838680016, Pan number FCXXD3295R, and passport number S4902747 for verification purposes.","['Devender', ',', 'a', 'male', 'applicant', ',', 'submitted', 'his', 'Aadhar', 'number', '106838680016', ',', 'Pan', 'number', 'FCXXD3295R', ',', 'and', 'passport', 'number', 'S4902747', 'for', 'verification', 'purposes', '.']","['B-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'B-PASSPORT', 'O', 'O', 'O', 'O']"
"Chanchal, an Indian national residing in Anupgarh, uses the email barjrajshivani95@dbmi.edu.in and has an Aadhar number 444038686021, Voter ID ZQH1016380, and ATM card ending in 258 with a CVV of 709.","['Chanchal', ',', 'an', 'Indian', 'national', 'residing', 'in', 'Anupgarh', ',', 'uses', 'the', 'email', 'barjrajshivani95@dbmi.edu.in', 'and', 'has', 'an', 'Aadhar', 'number', '444038686021', ',', 'Voter', 'ID', 'ZQH1016380', ',', 'and', 'ATM', 'card', 'ending', 'in', '258', 'with', 'a', 'CVV', 'of', '709', '.']","['B-NAME', 'O', 'O', 'B-NATIONALITY', 'I-NATIONALITY', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O', 'O', 'O', 'O', 'O', 'B-AADHAR', 'O', 'O', 'O', 'B-VOTER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'O', 'O', 'B-CVV', 'O']"
"Abdul Rehman, a male born on 21-01-1970, possesses a PAN number SBJGZ4886T, a driving license with number LA69 20154498046, and his bank account is 76191855095139 with ATM card number ending in 51391 and CVV 975.","['Abdul', 'Rehman', ',', 'a', 'male', 'born', 'on', '21-01-1970', ',', 'possesses', 'a', 'PAN', 'number', 'SBJGZ4886T', ',', 'a', 'driving', 'license', 'with', 'number', 'LA69', '20154498046', ',', 'and', 'his', 'bank', 'account', 'is', '76191855095139', 'with', 'ATM', 'card', 'number', 'ending', 'in', '51391', 'and', 'CVV', '975', '.']","['B-NAME', 'I-NAME', 'O', 'O', 'B-GENDER', 'O', 'O', 'B-DOB', 'O', 'O', 'O', 'O', 'O', 'B-PAN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LICENSE', 'I-LICENSE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDNUMBER', 'O', 'O', 'B-CVV', 'O']"
